"","CT2","CT3","CT4","CT5","CT6","CT7","CT8","CT9","CT10","CT11","CT12","CT13","CT14","CT15","RF2","RF3","RF4","RF5","RF6","RF7","RF8","RF9","RF10","RF11","RF12","RF13","RF14","RF15","seed"
"172",0,0.0033333333333333,0,0.0033333333333333,0.00666666666666671,0.0216666666666666,0.0166666666666667,0.01,0.015,0.0116666666666667,0.0383333333333333,0.0233333333333333,0.0216666666666666,NA,0,0.005,0.00166666666666671,0.0033333333333333,0.0033333333333333,0.00166666666666671,0.01,0.005,0.0083333333333333,0.0083333333333333,0.0233333333333333,0.015,0.0183333333333333,NA,172
"173",0.0033333333333333,0.00166666666666671,0.00166666666666671,NA,0.005,0.005,0.00666666666666671,0.0183333333333333,NA,NA,NA,NA,NA,NA,0.0033333333333333,0.00166666666666671,0.00166666666666671,NA,0.0033333333333333,0.0033333333333333,0.005,0.0133333333333333,NA,NA,NA,NA,NA,NA,173
"174",0.00166666666666671,0.00166666666666671,0.005,0.00166666666666671,0.0033333333333333,0.0116666666666667,0.0116666666666667,0.01,0.0216666666666666,0.0333333333333333,NA,0.03,0.0366666666666666,NA,0.00166666666666671,0.00166666666666671,0.00666666666666671,0.00166666666666671,0.0033333333333333,0.00666666666666671,0.005,0.01,0.02,0.0166666666666667,NA,0.0216666666666666,0.01,NA,174
"175",0.00166666666666671,0.0033333333333333,0.00166666666666671,0.0033333333333333,0.01,0.0183333333333333,0.0233333333333333,0.015,NA,0.0266666666666666,0.0216666666666666,0.025,NA,0.0283333333333333,0.00166666666666671,0.0033333333333333,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.01,0.0166666666666667,0.00666666666666671,NA,0.0266666666666666,0.0116666666666667,0.00666666666666671,NA,0.0183333333333333,175
"176",0,0.0033333333333333,0.005,0.00666666666666671,NA,NA,NA,0.00666666666666671,NA,0.0233333333333333,0.03,NA,NA,NA,0,0.0033333333333333,0.005,0,NA,NA,NA,0.00666666666666671,NA,0.0116666666666667,0.0183333333333333,NA,NA,NA,176
"177",0,0,0,0.0083333333333333,0.005,0.00166666666666671,0.015,0.00666666666666671,0.0133333333333333,NA,0.0233333333333333,NA,NA,NA,0,0,0,0.0083333333333333,0.0033333333333333,0.00166666666666671,0.0083333333333333,0.0033333333333333,0.0116666666666667,NA,0.0216666666666666,NA,NA,NA,177
"178",0.00166666666666671,0,0.0033333333333333,0.01,0.005,0.0116666666666667,0.00666666666666671,0.0083333333333333,0.005,0.0116666666666667,NA,NA,NA,NA,0.00166666666666671,0,0.00666666666666671,0.005,0.0033333333333333,0.015,0.0083333333333333,0.0083333333333333,0.00666666666666671,0.0083333333333333,NA,NA,NA,NA,178
"179",0.00166666666666671,0.0033333333333333,0.005,0.00166666666666671,0.01,0.01,0.00666666666666671,0.0116666666666667,0.03,0.0166666666666667,NA,0.0233333333333333,NA,NA,0.00166666666666671,0.0033333333333333,0.005,0.00166666666666671,0.0083333333333333,0.00666666666666671,0.0033333333333333,0.0116666666666667,0.0183333333333333,0.0083333333333333,NA,0.0183333333333333,NA,NA,179
"180",0,0,0.005,0.0033333333333333,0.0033333333333333,0.01,0.0083333333333333,NA,0.0233333333333333,NA,NA,NA,NA,NA,0,0,0.005,0.0033333333333333,0.0033333333333333,0.01,0.0033333333333333,NA,0.0233333333333333,NA,NA,NA,NA,NA,180
"181",0,0,0,0.00166666666666671,0,0,0.0033333333333333,0.015,0.0166666666666667,0.0183333333333333,0.0216666666666666,NA,0.0233333333333333,0.025,0,0,0,0.0033333333333333,0,0.00166666666666671,0.0083333333333333,0.005,0.00666666666666671,0.005,0.015,NA,0.0166666666666667,0.015,181
"182",0,0,0,0,0.0033333333333333,0.0116666666666667,0.0116666666666667,NA,NA,NA,NA,NA,NA,NA,0,0,0.00166666666666671,0,0,0.00666666666666671,0.0133333333333333,NA,NA,NA,NA,NA,NA,NA,182
"183",0.0033333333333333,0,0.00166666666666671,0.015,0.01,0.005,0.005,NA,NA,0.015,NA,0.0116666666666667,0.0233333333333333,NA,0.0033333333333333,0,0.00666666666666671,0.00666666666666671,0.005,0.005,0.0083333333333333,NA,NA,0.01,NA,0.0083333333333333,0.0183333333333333,NA,183
"184",0.00166666666666671,0,0.0083333333333333,NA,NA,0.0183333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.00166666666666671,0,0.0083333333333333,NA,NA,0.00666666666666671,NA,NA,NA,NA,NA,NA,NA,NA,184
"185",0,0.0083333333333333,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0083333333333333,0.00166666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185
"186",0,0,0.0033333333333333,0,0.0166666666666667,0.0133333333333333,NA,0.01,0.025,0.0166666666666667,NA,NA,NA,NA,0,0,0.005,0.00166666666666671,0.01,0.0116666666666667,NA,0.0133333333333333,0.0216666666666666,0.0083333333333333,NA,NA,NA,NA,186
"187",0,0,0.00166666666666671,NA,0.005,0.0033333333333333,NA,0.0183333333333333,0.0166666666666667,NA,NA,NA,NA,NA,0,0,0.00166666666666671,NA,0.005,0.005,NA,0.01,0.015,NA,NA,NA,NA,NA,187
"188",0,0.00666666666666671,0.00666666666666671,0.005,0.005,0.0083333333333333,NA,0.0133333333333333,NA,NA,NA,NA,NA,NA,0,0.00666666666666671,0.00666666666666671,0.005,0.005,0,NA,0.005,NA,NA,NA,NA,NA,NA,188
"189",0,0.005,0.00666666666666671,0.0033333333333333,0.0116666666666667,0.0133333333333333,0.015,0.0166666666666667,NA,NA,NA,0.025,NA,NA,0,0.00666666666666671,0.00666666666666671,0.005,0.0033333333333333,0.0033333333333333,0.005,0.00666666666666671,NA,NA,NA,0.0166666666666667,NA,NA,189
"190",0.0033333333333333,0.0033333333333333,0.00666666666666671,0.0083333333333333,0.005,0,0.0033333333333333,0.0216666666666666,0.0166666666666667,0.0483333333333333,0.0366666666666666,0.0216666666666666,0.015,0.0316666666666666,0.00166666666666671,0.0033333333333333,0.00666666666666671,0.0083333333333333,0.005,0,0.00666666666666671,0.01,0.00666666666666671,0.005,0.0133333333333333,0.015,0.01,0.0233333333333333,190
"191",0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.00666666666666671,0.015,0.00666666666666671,0.0233333333333333,NA,NA,NA,NA,0.0266666666666666,NA,0,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.00666666666666671,0.0083333333333333,0.0033333333333333,0.0233333333333333,NA,NA,NA,NA,0.0183333333333333,NA,191
"192",0,0.00166666666666671,0.0033333333333333,0.02,0.0083333333333333,0.0033333333333333,0.0216666666666666,0.0083333333333333,0.0166666666666667,0.0183333333333333,NA,NA,NA,0.02,0,0.00166666666666671,0.00166666666666671,0.0133333333333333,0.005,0,0.005,0.0033333333333333,0.00666666666666671,0.01,NA,NA,NA,0.0233333333333333,192
"193",0,0,0.005,0.00666666666666671,0.01,0.0216666666666666,0.0133333333333333,0.0183333333333333,NA,NA,NA,NA,NA,NA,0,0,0.005,0.0033333333333333,0.0033333333333333,0.00666666666666671,0.00666666666666671,0.0133333333333333,NA,NA,NA,NA,NA,NA,193
"194",0,0,0,0.00166666666666671,0.00166666666666671,0.0083333333333333,0.0183333333333333,0.0083333333333333,0.02,0.0166666666666667,0.01,0.0166666666666667,0.0133333333333333,NA,0,0,0,0.00166666666666671,0.00166666666666671,0.005,0.0083333333333333,0.00166666666666671,0.01,0.0133333333333333,0.01,0.01,0.005,NA,194
"195",0,0.0083333333333333,0.0083333333333333,0.00166666666666671,0.0033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.005,0.0083333333333333,0.00166666666666671,0.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
"196",0.00166666666666671,0.0033333333333333,0.00166666666666671,0.00166666666666671,0.0333333333333333,0.0083333333333333,0.0133333333333333,0.025,0.0166666666666667,NA,0.02,0.0216666666666666,NA,NA,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.00166666666666671,0.0116666666666667,0.00166666666666671,0.005,0.0233333333333333,0.0116666666666667,NA,0.0133333333333333,0.015,NA,NA,196
"197",0.00166666666666671,0.0033333333333333,0,0.0083333333333333,0.0116666666666667,0.0116666666666667,0.0116666666666667,0.0233333333333333,0.0183333333333333,NA,0.0083333333333333,0.0116666666666667,NA,NA,0.00166666666666671,0.00166666666666671,0.0033333333333333,0.0083333333333333,0.00666666666666671,0.01,0.0116666666666667,0.025,0.015,NA,0.005,0.0133333333333333,NA,NA,197
"198",0.00666666666666671,0.0033333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00666666666666671,0.0033333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
"199",0,0.005,0.0033333333333333,0.00166666666666671,0.015,0.0116666666666667,0.0133333333333333,0.0183333333333333,0.0033333333333333,0.0116666666666667,0.0166666666666667,0.0116666666666667,0.015,NA,0,0.00666666666666671,0.0033333333333333,0,0.00666666666666671,0.005,0.00666666666666671,0.00666666666666671,0.00166666666666671,0.01,0.0133333333333333,0.0116666666666667,0.0166666666666667,NA,199
"200",0,0,0.0033333333333333,0.0183333333333333,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0033333333333333,0.005,0.00666666666666671,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
